gif_name	question	a1	a2	a3	a4	a5	answer	vid_id	key
tumblr_na8dduXaba1tco194o1_500	What does the boy do 2 times ?	touch head	kiss boy	clap hand	shake hands in air	blink	3	ACTION21632	95274
tumblr_n9fl1v6DiP1rn8lhxo1_500	What does the woman do 2 times ?	comb hair	nod head	strum guitar	sway head	trot leg	3	ACTION21633	95276
tumblr_ndk91xfsAR1tlqe9ko1_500	What does the woman do 2 times ?	shake hair	clap hand	touch shoulder	blink	hug	0	ACTION21634	95277
tumblr_ncjup3Hy551r10nrjo1_500	What does the man do 2 times ?	flip himself	shake arms	bounce arms	step	scratch nose	0	ACTION21635	95278
tumblr_ncaldxDxEA1tl3u3to1_500	What does the man do 3 times ?	step	punch	tap head	shake hands	drink a bottle of liquid	2	ACTION21636	95308
tumblr_nqn3wwZTX81s6d99fo1_500	What does the man do 2 times ?	hug	shake hands	scratch face	chew gum	cough	3	ACTION21637	95312
tumblr_nc2wvrBUwE1tpal9ho1_500	What does the man do 3 times ?	tap puck with stick	touch hair	shake fist	twist feet	gesture	1	ACTION21638	95319
tumblr_nq7ngeFm4I1qd0wo4o1_500	What does the man do 3 times ?	blink	shake fist	kiss	nod head	touch hair	3	ACTION21639	95331
tumblr_nhgtx4XqIj1qz545ko1_500	What does the man do 6 times ?	shake body	bounce	scratch finger	clap hand	touch chin	0	ACTION21640	95332
tumblr_nf3rwtzAcP1rtcre7o1_500	What does the woman do 3 times ?	spin body	step feet	blink eyes	flip	bounce body	3	ACTION21641	95350
tumblr_nqes3hXrgs1sg09rko1_500	What does the man do 3 times ?	step	bounce	swing arms	wave hand	blink	3	ACTION21642	95351
tumblr_nl01xbb7IY1tg9gzmo1_500	What does the man do 4 times ?	brush hair with hand	twist body	touch neck	scratch butt	smooth bow tie	0	ACTION21643	95368
tumblr_nontrluZan1un5wy5o1_500	What does the man do 3 times ?	hug man	shake hips	scratch leg	chew	cough	3	ACTION21644	95369
tumblr_naz7399eA11qlh9eeo1_500	What does the man do 5 times ?	dance	step	shake hips	hit with hip	swing sword	4	ACTION21645	95374
tumblr_nfcmbw0UG61u2h8fmo1_500	What does the man in white jacket do 2 times ?	rub beard	spray toward someone	smell	remove mold	shake head	1	ACTION21646	95377
tumblr_nbkomgqxb11rj7usfo1_500	What does the woman do 3 times ?	shake hand	clap hands	touch hair	rub cat	blink	0	ACTION21647	95379
tumblr_n3onvrIITP1s1q1rro1_500	What does the person do 3 times ?	twist feet	swing arm	step	spin	stroke man's hair	4	ACTION21648	95384
tumblr_nhzwv8Q4Ne1u6j406o1_500	What does the man do 5 times ?	flail arms	nod head	puff smoke	paw air	sway head	0	ACTION21649	95396
tumblr_nc8arpGQoi1tk7xs2o1_500	What does the man do 2 times ?	twist feet	swing arm	step	spin	stroke hair	4	ACTION21650	95404
tumblr_negosl88091twoe5do1_400	What does the animal do 9 times ?	spin	shake hand	swing arm	wave flags in both hands	step back	0	ACTION21651	95419
tumblr_nagy3p0pSW1qd9cpdo1_1280	What does the man do 4 times ?	bounce	wave hand	swing arms	blink	hit man	1	ACTION21652	95444
tumblr_nim0qaAm2i1s0o2flo1_400	What does the man do 3 times ?	remove firearms from clothing	fold baloon	blink	swing arm	rotate hands	4	ACTION21653	95447
tumblr_n90pdofkuN1r31k1jo1_500	What does the man do 2 times ?	step back	shake hand	wave flags in both hands	spin	press key with fingers	3	ACTION21654	95449
tumblr_no6nu1wuMB1s71nvbo1_400	What does the dog do 10 or more than 10 times ?	sway head	shuffle feet	hump air	nod head	paddle	4	ACTION21655	95461
tumblr_njo0yiKa4A1sz068fo1_400	What does the dog do 2 times ?	spin body	shake arms	swing arms	roll	pop shoulders	3	ACTION21656	95481
tumblr_nppv85CETO1rwmyi8o1_500	What does the woman do 2 times ?	shamble papers	raise skirt	stack dog biscuits	step	fold fingers	4	ACTION21657	95484
tumblr_nohslxHdO71tqwtb6o1_500	What does the butterfly above do 10 or more than 10 times ?	sip straw	nod head	grimace	flutter	tug hair	3	ACTION21658	95488
tumblr_nhjea91PtZ1s5zhk6o1_500	What does the woman do 2 times ?	nod head	blink	touch neck	step	glance eyes	4	ACTION21659	95491
tumblr_nc29tbEBcQ1rskvrao1_500	What does the man do 2 times ?	punch over the air	shake hips	swing arms	pop up	twist bottle cap	4	ACTION21660	95492
tumblr_nfq402dlre1tj9xbto1_500	What does the boy with short black hair do 5 times ?	jiggle bread	twirl the ballon	nod head	strum guitar	step	1	ACTION21661	95500
tumblr_n6qxdoqk0v1qikmd9o1_500	What does the two people do 2 times ?	sing into microphone	nod head	shake head	gesture with both hands	kiss	4	ACTION21662	95501
tumblr_nfyblj4eZI1rblf33o1_500	What does the woman do 2 times ?	wave hand	swing arms	blink	hit man	touch hair	0	ACTION21663	95512
tumblr_n960tzk2vv1thft0ro1_500	What does the woman do 4 times ?	hit man	bounce	swing arms	blink	wave hand	4	ACTION21664	95516
tumblr_mo1vevuCuf1rj463uo1_500	What does the man do 2 times ?	shake hip	blink eyes	nod head	bounce	touch neck	1	ACTION21665	95517
tumblr_n832uo99bt1s238efo1_500	What does the man on right do 5 times ?	sway head	nod head	twirl	pat arm	step back	2	ACTION21666	95540
tumblr_nnrnnskBYC1t24ykdo1_500	What does the man do 3 times ?	lift body up and down on a bench	step	raise arms	hit ping pong ball	fold finger	2	ACTION21667	95543
tumblr_nq5hz2h02A1tyvakao1_500	What does the woman do 4 times ?	shrug shoulders	pat arm	nod head	step	strum guitar	0	ACTION21668	95580
tumblr_nh1ajlzpJD1ts1xj9o1_500	What does the man do 2 times ?	shake hip	shout	kiss baby	nod head	bounce body	1	ACTION21669	95589
tumblr_nfm47yIKUE1rtequ6o1_400	What does the man do 2 times ?	twist body	shake hips	kick a ball	hit man	spin	2	ACTION21670	95590
tumblr_naq1rmU0Tf1rl5d36o1_500	What does the man do 2 times ?	pat arm	paddle	nod head	pushup	twirl body	1	ACTION21671	95614
tumblr_nc2rxyDWRp1sbow0fo1_500	What does the girl do 2 times ?	blink	shake hands	step	scratch head	spin	3	ACTION21672	95622
tumblr_nb0e0ux3lt1tz9jaqo1_500	What does the man on left do 2 times ?	bounce ball	nod head	shake hips	blink	touch hair	3	ACTION21673	95628
tumblr_n9261us1BL1thc57no1_500	What does the boy do 3 times ?	swing arms	wave hand	blink	hit man	touch hair	1	ACTION21674	95633
tumblr_nq9364njWf1uymd5jo1_400	What does the gray cat do 5 times ?	scratch arm	shake arm	lick	wipe a car	touch arm	2	ACTION21675	95636
tumblr_nbsfuxo65k1ts3fooo1_500	What does the guy on rope do 4 times ?	bounce	shake hand	hit a ball	twist hands	kick legs	4	ACTION21676	95641
tumblr_nhkwgwvPR01sqlieso1_400	What does the man in blue shirt do 6 times ?	punch	hit wall	bounce	shoot	swing arm	1	ACTION21677	95653
tumblr_nogm81YfVU1theckwo1_500	What does the man do 2 times ?	touch hair	step	strum guitar	open mouth	walk	3	ACTION21678	95658
tumblr_nnwv9mhBq81usoy94o1_500	What does the man do 3 times ?	paw air	step	lift girl	hit cat	raise hand	4	ACTION21679	95659
tumblr_njiz5ka2Nr1u73zf1o1_400	What does the woman do 2 times ?	bounce	nod head	shake hip	blink eyes	touch neck	3	ACTION21680	95660
tumblr_no1qurbQOU1utyfeko1_500	What does the hair do 2 times ?	blow	bounce arms	kiss each others lips	scream	shake hips	0	ACTION21681	95661
tumblr_navzg8zZ541swr9vao1_500	What does the man on left do 2 times ?	scrap floor	wiggle nose	fold leg	twist leg	purse lips	4	ACTION21682	95662
tumblr_nkazlkdyE21r3h6fpo1_500	What does the man do 3 times ?	lower hand	step	spin	shift eyes	strike drum	3	ACTION21683	95671
tumblr_n9i8waNVQU1qzj8ppo1_500	What does the man do 5 times ?	blink	scroll through phone	press wall	typing	stack oranges	1	ACTION21684	95675
tumblr_n1s0o1Cfmw1trlhdjo1_500	What does the human on left do 2 times ?	shake hip	blink eye	bite woman	smile	yell into microphone	3	ACTION21685	95679
tumblr_npw8ig3er61u4swzso1_500	What does the human on floor do 5 times ?	pad a cat	bounce arms	scratch face	fold leg	slide	4	ACTION21686	95680
tumblr_n96val6meM1rlsigko1_500	What does the man do 4 times ?	spin ball	wave an instrument around	shake hips	swing arms	step	0	ACTION21687	95684
tumblr_npwrcdjDrT1uys611o1_500	What does the man do 5 times ?	twist arm	nod head	step	blink	thrust hips	4	ACTION21688	95688
tumblr_nbfzvrFeJu1shplvio1_500	What does the man do 3 times ?	flap wings	pluck guitar string	nod head	strum guitar	fluff hair	3	ACTION21689	95689
tumblr_n972kyIaTa1s8rfkwo1_500	What does the woman do 2 times ?	shake hand	spin	wave hands slightly	step back	press piano key with lower hand	1	ACTION21690	95691
tumblr_n09vigLGoV1skelvbo1_500	What does the woman do 4 times ?	kiss	clap hand	touch hair	shake arms	spin	3	ACTION21691	95692
tumblr_m7gdh7eOig1qafgl6o1_500	What does the woman do 3 times ?	spin ball	touch hair	raise eyebrows	step	fix hair	3	ACTION21692	95693
tumblr_ni2qubucvO1s3nrtko1_500	What does the man do 2 times ?	raise eyebrows	step	touch hair	spin	turn head	4	ACTION21693	95705
tumblr_n9bzi6IXN11rkunsko1_500	What does the man do 2 times ?	drink	shake hips	twist body	step	tap hat	4	ACTION21694	95706
tumblr_nbukajTE3z1rx8mrmo1_500	What does the singer do 3 times ?	lower arms	open mouth	step backward	hit helmet	point	4	ACTION21695	95712
tumblr_nc5m9aR7iv1tmvnipo1_500	What does the man with a black hat do 2 times ?	touch hair	kiss	shake fist	nod head	blink	3	ACTION21696	95713
tumblr_n9gjx6gDEE1t6ksnpo1_500	What does the person do 3 times ?	shake shoulder	slap someone	hit wheel	lick	kick up knee	1	ACTION21697	95720
tumblr_ndr3foQT4v1u1izb3o1_500	What do the dragons do 2 times ?	flap wings	meow	bob head	nod head	dribble ball	0	ACTION21698	95723
tumblr_nkxmp9Rkhg1u9ikt0o1_500	What does the man do 2 times ?	chew a banana	shake hips	rub face	twist hip	hug stuffed animal	2	ACTION21699	95724
tumblr_ngzrhxFZGo1tkyvtho1_500	What does the man do 2 times ?	kick feet out	hit a balloon with head	shake hands	bite the air	punch man	4	ACTION21700	95726
tumblr_n4p5c5LSZs1sqxmy5o1_500	What does the woman do 3 times ?	nod head	swat hand	moonwalk feet	sway head	twirl body	4	ACTION21701	95736
tumblr_nizncnVqf51u8uroco1_400	What does the sheep do 10 or more than 10 times ?	raise eyebrows	touch hair	step backwards	spin	fix hair	2	ACTION21702	95737
tumblr_nf5jistnjj1tu9zt2o1_500	What does the woman do 2 times ?	blink	nod head	bounce ball	shake hips	touch hair	0	ACTION21703	95740
tumblr_ll89y3Xcnf1qd881go1_500	What does the woman do 3 times ?	clap hands	twist body	shake arm	touch hair	bounce	2	ACTION21704	95764
tumblr_lvm0v475Qn1qk6d2to1_500	What does the man do 2 times ?	scratch leg	shake hips	lick man's face	chew	eat berries	3	ACTION21705	95777
tumblr_npcr4212U51r54tyro1_500	What does the man do 3 times ?	step backward	swing arms	wave	bounce body	blink eyes	2	ACTION21706	95778
tumblr_ll3okpjiXr1qee7fro1_500	What does the man do 2 times ?	blink	kick legs out	shake hips	bounce chair	bang drums	3	ACTION21707	95781
tumblr_npqegnonLv1ts7wbfo1_500	What does the man do 2 times ?	kiss	shake head	nod head	gesture with both hands	blink eye	0	ACTION21708	95789
tumblr_n9f6krCnF71ti4wvko1_500	What does the man do 2 times ?	touch hair	nod head	shake hips	bounce ball	blink	4	ACTION21709	95805
tumblr_nhtev02Lpy1qbhaypo1_500	What does the woman do 3 times ?	touch hair	clap hands	shake head	blink	hug chicken	2	ACTION21710	95815
tumblr_mn1uy8iqXv1qa5frfo1_500	What does the person do 8 times ?	spin ball	touch hair	raise eyebrows	step	fix hair	3	ACTION21711	95826
tumblr_nc0rdqJJZ61sqbefno1_500	What does the man do 2 times ?	nod	kiss girl	blink eye	touch hair	shake arms	0	ACTION21712	95828
tumblr_nbzz8l9DBx1s8qlxdo1_400	What does the horse do 3 times ?	spin body	jump	step feet	hit drums	kick leg	1	ACTION21713	95834
tumblr_npxi5iuzFO1uy7t3eo1_500	What does the man do 4 times ?	nod head	knead dog	weave between cones	scoot	step feet	3	ACTION21714	95838
tumblr_n9o7fgeCOE1skxgt5o1_500	What does the man do 3 times ?	bounce body	swing arms	step backward	wave	blink eyes	3	ACTION21715	95840
tumblr_nhvkfclQck1qikxe2o1_500	What does the man do 3 times ?	blink	kiss	nod head	shake fist	touch hair	2	ACTION21716	95843
tumblr_nabwdowrrR1shfxr9o1_500	What does the man on right do 3 times ?	kiss girl	shake arms	nod	touch hair	blink eye	2	ACTION21717	95850
tumblr_njx5mcWYU31unz45jo1_500	What does the man do 2 times ?	squirm	touch mouth	step	pucker lips	look at camera	4	ACTION21718	95854
tumblr_nfl2gcItVI1tl3ivmo1_500	What does the man do 2 times ?	chew	scratch leg	shake hips	hug man	lick man's face	0	ACTION21719	95859
tumblr_n8xk28O3LC1tgmvgvo1_500	What does the man on center do 8 times ?	shake hips	clap hand	touch face	blink	hug chicken	0	ACTION21720	95863
tumblr_ni20u8pfyd1tfti09o1_500	What does the man do 2 times ?	swing arm	blink	clap hands	gesture	rub cat	2	ACTION21721	95864
tumblr_ncfnx1eh6m1tevyhdo1_500	What does the woman do 4 times ?	hit a ball	swing arms	blink	step	wave head	4	ACTION21722	95890
tumblr_nh50xty7ij1smdnzzo1_500	What does the woman do 3 times ?	step	point fingers	open mouth	hit hanger	lower arm	1	ACTION21723	95900
tumblr_nj0f8wjrlo1rlf4tso1_400	What does the men do 4 times ?	kick legs in air	spin	jump roof	shoot	step	2	ACTION21724	95907
tumblr_n90iyol4OA1tvswl0o1_500	What do the motorcycles do 2 times ?	kick legs in air	pass man	walk on a treadmill	hit ping pong ball	step	1	ACTION21725	95908
tumblr_n862x5yzbG1qehbv4o1_500	What do the women do 3 times ?	spin	jump ground	hit another man with spoon	kick training mits	shoot the gun	1	ACTION21726	95909
tumblr_nccy8dLkfU1s4h0n6o1_500	What does the woman do 3 times ?	tap heels together	punch	touch face	shake head	drink a bottle of liquid	0	ACTION21727	95911
tumblr_n95tn4SuQE1t3ijsho1_500	What does the woman do 2 times ?	walk	step	close eyes	touch neck	lower hand	2	ACTION21728	95916
tumblr_n2kkzqCvAv1spjo4xo1_500	What does the man do 3 times ?	clap hand	hit sticks	slap chest	shake hand	bounce	2	ACTION21729	95929
tumblr_njpkohiB4D1u65a4to1_500	What does the woman do 2 times ?	giggle	twirl body	nod head	step back	claw air	0	ACTION21730	95930
tumblr_na0a55Fkvz1ts59gzo1_500	What does the man do 5 times ?	yell	blink	clap hands	swing arm	shake hips	2	ACTION21731	95936
tumblr_n8y0gqtvSF1thq12yo1_500	What does the woman do 3 times ?	bounce	spin	flex fingers	lower arm	touch head	2	ACTION21732	95942
tumblr_mmhouxmraJ1rp9iwho1_500	What does the woman do 4 times ?	scratch butt	raise skirt	lower arm	step	fold fingers	4	ACTION21733	95952
tumblr_ndibw04r8n1ruziklo1_500	What does the woman do 2 times ?	rub cat	swing arm	shake hips	gesture	clap hands	4	ACTION21734	95957
tumblr_nf9as3p6eJ1u2icd3o1_500	What does the girl do 5 times ?	touch face	swing arms	blink eyes	hit dog	wave	4	ACTION21735	95959
tumblr_npntorm1dg1tpv57bo1_500	What does the man do 10 or more than 10 times ?	itch neck	sway head	step backward feet	puff smoke	take a step	4	ACTION21736	95963
tumblr_nc2gfuu7C91s2l982o1_500	What does the man do 2 times ?	bounce body	shake hand	kick board	blink	wiggle nose	0	ACTION21737	95970
tumblr_np8h6prwCY1thkjj2o1_500	What does the man in gray jacket do 3 times ?	hit with hip	shake hips	step	swing weapon	dance	3	ACTION21738	95973
tumblr_ne36sknr3A1shmj53o1_400	What does the man with blue shirt do 7 times ?	twist hands	nod head	step	blink	strum guitar	4	ACTION21739	95977
tumblr_nqbxbr7Rtx1uyi3sco1_500	What does the man appeared from left side do 3 times ?	crash	open mouth	hit friend	pivot feet	fire gun	4	ACTION21740	95981
tumblr_n9ahxr61Q41rdsig0o1_400	What does the man do 7 times ?	spin	press air	step	raise foot	push a keyboard keyboard	4	ACTION21741	95985
tumblr_na9mnmlcAB1qhu3g2o1_1280	What does the fish do 3 times ?	thrust hips	bark	flap fins	revolve	flicker	2	ACTION21742	95986
tumblr_np9ca43z061t7lepio1_400	What does the man do 5 times ?	shake head	waggle leg	tap the screen	gesture	touch mouth	4	ACTION21743	95991
tumblr_nhkxskmh3h1rlakuxo1_500	What does the man do 4 times ?	punch punching mitts	shake shoulder	bite woman	tap something	hit man	0	ACTION21744	95997
tumblr_nqk9n8jM5V1tnbpnlo1_400	What does the guy with a white shirt do 2 times ?	bounce	step	climb	lift arms	raise eyebrow	3	ACTION21745	96001
tumblr_ms10ktjXgh1seuws3o1_400	What does the man do 5 times ?	swing arm	shake fist	kick leg on air	rock in a chair	hop	4	ACTION21746	96006
tumblr_no9gvzrAFL1tei1yuo1_540	What does the woman do 2 times ?	touch hair	clap hands	rub cat	shake head	blink	3	ACTION21747	96015
tumblr_nqicr9iScz1tnafh8o1_540	What does the man do 2 times ?	lower arms	step	open mouth	hit cat	point hand	4	ACTION21748	96016
tumblr_nju5ov9V7G1unfxt8o1_500	What does the man do 2 times ?	shake fist	nod head	kiss	blink	touch hair	1	ACTION21749	96030
tumblr_nr6iucpXXm1sht3fmo1_400	What does the man do 5 times ?	twist leg	shake head	chew	rub hands together	hug mouse	3	ACTION21750	96033
tumblr_n95373PX4f1ttuja3o1_500	What does the man do 2 times ?	kick back legs	bounce bed	shake fist	blink	bang fist	1	ACTION21751	96047
tumblr_nkompgfSJj1syyvhqo1_500	What does the woman do 2 times ?	swipe window	gasp mouth	stride legs	airquote fingers	thrust hips	1	ACTION21752	96048
tumblr_n97rxlS5Kt1txgijyo1_500	What does the boy in blue jacket do 2 times ?	sway body	pucker lips	pluck guitar string	nod head	step	0	ACTION21753	96049
tumblr_n8dkesQcGz1rpafedo1_500	What does the man do 5 times ?	strut	bob head	jog leg	nod head	gallop	1	ACTION21754	96072
tumblr_nqyqzo5DR91ua8yyfo1_500	What does the man on right do 2 times ?	strum guitar	jab controller	sway head	twerk posterior	scurry	1	ACTION21755	96087
tumblr_ni0kg0m3dD1u2oikdo1_500	What does the man with a white shirt do 4 times ?	grin	bob head	dribble ball	nod head	lunge	1	ACTION21756	96095
tumblr_nfuvu0kf8P1tmaii4o1_500	What does the man do 2 times ?	close fingers	step	walk	touch head	lower arm	0	ACTION21757	96098
tumblr_n90s8r0SNv1tfv1w9o1_500	What does the man do 5 times ?	wiggle nose	play guitar	tussle hair	swing arm	hit ground	1	ACTION21758	96101
tumblr_ngqgw7Dvls1u2rfuko1_500	What does the man in the middle do 2 times ?	lift body up and down on a bench	pump fist	spin	swing arms	fix hair	1	ACTION21759	96104
tumblr_n94kfzBuy41tvggn4o1_500	What does the man do 3 times ?	clap hand	shake a woman's head	kiss	touch cheek	blink	1	ACTION21760	96108
tumblr_nhv49b0aDc1s41mt2o1_500	What does the man do 3 times ?	spin legs	swing arms	blink eyes	hit dog	wave	4	ACTION21761	96113
tumblr_nfd6e6aCci1s9q0pdo1_500	What does the man do 2 times ?	blink eyes	nod head	bounce	shake hip	touch neck	0	ACTION21762	96114
tumblr_naq9tgb73C1retsn4o1_500	What does the boy on left do 3 times ?	flare nose	nod head	gag	sway shoulder	step	3	ACTION21763	96116
tumblr_mwrflbr2nn1rkwd46o1_500	What does the girl do 3 times ?	step	fluff hair	nod head	thrust hips	sway body	4	ACTION21764	96119
tumblr_nh7a80BNv71thum4io1_500	What does the man do 3 times ?	open mouth	step	bounce	move both hand	strike drum	3	ACTION21765	96121
tumblr_n8zkihl5gY1tgx1goo1_500	What does the kitten do 4 times ?	kick board	spin	hit boy with swing	jump body	swing arm	3	ACTION21766	96137
tumblr_n1b3f64yqN1r4iklmo1_500	What does the guy do 2 times ?	shake head	clap hands	touch hair	blink	hug chicken	0	ACTION21767	96147
tumblr_no7v83FJG51uss17do1_500	What does the person do 2 times ?	open mouth	spin	step	touch hair	press piano key with lower hand	4	ACTION21768	96148
